"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:47:56.263","84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:55.553","94.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:55.263","83.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:54.553","89.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:54.263","81.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:53.553","86.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:53.263","84.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:52.553","80.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:52.263","86.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:51.553","89.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:51.263","84.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:50.553","89.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:50.263","78.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:49.553","89.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:49.263","77.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:48.553","91.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:48.263","80.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:47.553","87.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:47.263","81.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:46.553","82.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:46.263","80.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:45.553","82.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:45.263","84.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:44.553","79.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:44.263","83.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:43.553","81.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:43.270","82.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:42.553","85.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:42.263","81.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:41.553","81.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:41.263","82.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:40.553","76.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:40.263","84.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:39.553","78.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:39.263","83.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:38.553","80.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:38.263","85.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:37.553","79.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:37.263","82.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:36.553","78.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:36.263","84.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:35.553","75.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:35.263","86.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:34.553","81.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:34.263","82.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:33.553","74.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:33.263","80.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:32.553","69.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:32.263","80.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:31.553","63.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:31.263","71.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:30.553","74.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:30.264","77.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:29.553","64.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:29.263","68.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:28.553","62.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:28.263","65.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:27.553","62.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:27.263","69.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:26.553","62.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:26.263","66.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:25.553","63.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:25.263","67.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:24.553","61.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:24.263","68.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:23.553","63.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:23.263","68.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:22.553","61.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:22.263","66.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:21.553","66.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:21.263","75.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:20.553","63.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:20.263","71.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:19.553","72.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:19.263","79.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:18.553","70.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:18.263","75.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:17.553","69.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:17.263","77.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:16.553","70.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:16.263","75.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:15.553","71.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:15.263","76.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:14.553","69.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:14.263","73.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:13.553","70.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:13.263","74.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:12.553","70.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:12.263","74.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:11.553","61.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:11.263","65.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:10.553","62.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:10.263","70.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:09.553","70.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:09.263","74.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:08.553","67.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:08.263","71.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:07.553","66.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:07.263","71.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:06.553","65.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:06.263","71.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:05.553","67.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:05.263","70.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:04.553","67.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:04.263","72.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:03.553","67.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:03.263","67.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:02.553","64.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:02.263","70.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:01.553","68.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:01.263","75.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:47:00.553","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:47:00.263","72.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:59.553","65.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:59.263","71.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:58.553","65.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:58.263","72.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:57.554","68.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:57.263","73.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:56.553","65.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:56.263","71.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:55.553","65.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:55.263","70.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:54.553","65.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:54.263","74.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:53.553","66.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:53.263","70.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:52.553","66.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:52.263","70.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:51.553","66.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:51.263","72.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:50.553","65.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:50.263","69.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:49.553","67.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:49.263","70.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:48.553","65.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:48.263","69.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:47.553","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:47.263","70.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:46.553","61.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:46.263","70.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:45.553","65.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:45.263","76.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:44.553","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:44.263","68.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:43.553","66.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:43.263","71.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:42.553","65.22%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:42.263","70.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:41.553","64.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:41.263","76.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:40.553","64.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:40.263","69.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:39.553","65.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:39.263","72.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:38.553","66.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:38.263","70%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:37.553","65.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:37.263","70.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:36.553","66.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:36.263","70.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:35.553","62.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:35.263","71.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:34.553","68.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:34.263","71.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:33.553","64.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:33.263","73.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:32.553","65.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:32.263","72.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:31.553","67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:31.263","69.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:30.553","65.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:30.263","71.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:29.553","62.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:29.263","70.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:28.553","65.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:28.263","69.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:27.553","62.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:27.263","69.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:26.553","62.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:26.263","70.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:25.553","62.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:25.263","69.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:24.553","63.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:24.263","69.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:23.553","65.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:23.263","70.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:22.553","63.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:22.263","68.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:21.553","65.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:21.264","71.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:20.553","61.72%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:20.263","68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:19.553","62.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:19.263","67.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:18.553","62.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:18.263","67.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:17.553","64.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:17.263","71.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:16.553","66.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:16.263","71.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:15.553","62.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:15.263","70.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:14.553","64.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:14.263","70.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:13.553","65.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:13.263","70.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:12.553","65.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:12.263","70.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:11.553","64.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:11.263","67.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:10.553","62.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:10.263","69.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:09.553","63.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:09.263","74.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:08.553","61.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:08.263","66.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:07.553","61.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:07.263","68.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:06.553","64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:06.263","69.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:05.553","62.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:05.263","68.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:04.553","64.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:04.263","68.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:03.553","61.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:03.263","68.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:02.553","63.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:02.263","66.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:01.553","61.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:01.263","66.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:46:00.553","58.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:46:00.263","67.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:59.553","60.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:59.263","64.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:58.553","60.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:58.263","66.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:57.553","59.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:57.263","66.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:56.553","62.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:56.263","71.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:55.553","60.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:55.263","65.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:54.553","59.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:54.263","64.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:53.553","60.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:53.263","66.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:52.553","61.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:52.263","68.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:51.553","62.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:51.263","67.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:50.553","60.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:50.263","67.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:49.553","58.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:49.263","66.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:48.553","62.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:48.263","65.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:47.553","60.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:47.263","66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:46.553","62.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:46.263","67.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:45.553","60.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:45.263","65.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:44.553","62.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:44.263","63.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:43.553","44.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:43.263","52.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:42.553","73.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:42.263","81.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:41.553","72.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:41.263","78.76%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:40.553","69.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:40.263","77.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:39.553","78.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:39.263","70.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:38.553","41.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:38.263","43.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:37.553","40.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:37.263","45.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:36.553","42.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:36.263","43.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:35.553","42.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:35.263","44.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:34.553","38.72%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:34.263","41.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:33.553","40.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:33.263","44.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:32.553","42.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:32.263","44.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:31.553","41.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:31.263","43.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:30.553","40.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:30.263","40.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:29.553","40.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:29.263","43.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:28.553","40.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:28.263","47.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:27.553","39.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:27.263","43.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:26.553","41.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:26.263","41.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:25.553","38.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:25.263","41.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:24.553","40.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:24.263","43.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:23.553","40.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:23.263","42.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:22.553","40.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:22.263","42.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:21.553","40.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:21.263","43.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:20.553","39.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:20.263","42.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:19.553","40.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:19.263","43.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:18.553","40.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:18.263","43.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:17.553","40.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:17.263","43.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:16.553","40.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:16.263","43.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:15.553","39.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:15.263","45.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:14.553","42.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:14.263","51.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:13.553","40.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:13.263","41.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:12.553","39.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:12.263","46.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:11.553","40.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:11.263","43.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:10.553","41.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:10.263","40.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:09.553","40.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:09.263","41.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:08.553","41.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:08.263","43.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:07.553","41.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:07.263","42.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:06.553","41.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:06.263","43.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:05.553","39.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:05.263","43.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:04.553","40.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:04.263","44.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:03.553","41.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:03.263","43.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:02.553","40%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:02.263","44.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:01.553","40.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:01.263","40.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:45:00.553","41.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:45:00.263","44.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:59.553","42.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:59.263","41.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:58.553","40.4%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:58.263","42.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:57.553","41.37%","ip-172-31-8-7"
