"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:30:02.263","14.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:01.553","12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:01.263","18.66%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:30:00.553","10.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:30:00.263","21.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:59.553","11.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:59.263","21.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:58.553","8.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:58.263","19.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:57.553","13.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:57.263","20.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:56.553","17.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:56.263","14.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:55.553","15.72%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:55.263","8.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:54.553","22.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:54.263","6.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:53.553","27.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:53.263","6.87%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:52.553","20%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:52.263","3.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:51.553","10.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:51.263","4.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:50.553","11.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:50.263","2.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:49.553","12.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:49.263","3.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:48.553","15.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:48.263","6.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:47.553","16.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:47.263","2.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:46.553","15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:46.263","4.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:45.553","15.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:45.263","5.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:44.553","18.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:44.263","8.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:43.553","21.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:43.263","8.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:42.553","15.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:42.263","7.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:41.553","12.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:41.263","6.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:40.553","14.74%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:40.263","8.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:39.553","22.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:39.263","8.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:38.553","21.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:38.263","7.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:37.553","20.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:37.263","9.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:36.553","9.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:36.263","16.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:35.553","7.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:35.263","20.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:34.553","4.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:34.263","16.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:33.553","8.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:33.263","7.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:32.553","2.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:32.263","3.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:31.553","3.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:31.263","7.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:30.553","5.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:30.263","5.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:29.553","7.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:29.263","7.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:28.553","10.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:28.263","6.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:27.553","11.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:27.263","7.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:26.553","7.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:26.263","8.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:25.553","5.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:25.263","7.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:24.553","5.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:24.263","8.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:23.553","15.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:23.263","14.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:22.553","8.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:22.263","13.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:21.553","1.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:21.263","5.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:20.553","1.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:20.263","3.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:19.553","1.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:19.263","5.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:18.553","4.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:18.263","9.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:17.553","5.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:17.263","7.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:16.553","1.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:16.263","7.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:15.553","4.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:15.263","16.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:14.553","1.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:14.263","7.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:13.553","1.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:13.263","3.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:12.553","1.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:12.263","3.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:11.553","3.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:11.263","6.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:10.553","2.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:10.263","13.98%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:09.553","1.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:09.263","12.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:08.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:08.263","3.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:07.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:07.263","6.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:06.553","1.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:06.263","7.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:05.553","1.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:05.263","17.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:04.553","2.51%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:04.263","10.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:03.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:03.263","12.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:02.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:02.263","5.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:01.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:01.263","8.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:29:00.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:29:00.263","3.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:59.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:59.263","7.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:58.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:58.263","7.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:57.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:57.263","5.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:56.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:56.263","2.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:55.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:55.263","3.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:54.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:54.263","3.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:53.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:53.263","3.79%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:52.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:52.263","2.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:51.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:51.263","2.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:50.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:50.263","1.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:49.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:49.263","3.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:48.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:48.263","1.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:47.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:47.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:46.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:46.263","1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:45.553","0.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:45.263","1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:44.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:44.263","5.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:43.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:43.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:42.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:42.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:41.553","0.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:41.263","1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:40.553","2.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:40.263","2.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:39.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:39.263","0%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:38.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:38.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:37.553","2.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:37.263","0.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:36.553","0%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:36.263","0.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:35.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:35.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:34.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:34.263","0.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:33.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:33.263","1.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:32.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:32.263","0%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:31.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:31.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:30.553","0.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:30.263","0.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:29.553","0.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:28:29.263","0.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:28:28.553","0%","ip-172-31-8-7"
